ID,Title,Episodes,Type,Aired,Producers,Studios,Source,Genres,Duration,Score,Rating count,Rank,Popularity
10824,Ranma ½: DoCo Music Video,1,OVA,"Aug 19, 1995","None found, add some",Kitty Film Mitaka Studio,Manga,"Comedy, Slice of Life",25 min.,6.79,1337,53152,9269
10825,Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,1,OVA,"Mar 3, 1995","None found, add some",Kitty Film Mitaka Studio,Manga,"Comedy, Slice of Life",24 min.,7.13,1567,37172,8634
10827,Wizard Girl Ambitious,1,OVA,"Aug 26, 2011","None found, add some",PoRO,Visual novel,"Fantasy, Hentai",28 min.,6.60,4905,Ranked: N/A2,6103
10832,Ikoku Meiro no Croisée: Yune & Alice,7,Special,"Sep 21, 2011 to Mar 21, 2012","None found, add some",Satelight,Manga,,2 min. per ep.,6.31,1825,81232,8780
10834,Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,6,Special,"Sep 21, 2011 to Feb 22, 2012","None found, add some",SILVER LINK.,Light novel,"Comedy, Romance",5 min. per ep.,7.17,15113,34652,3806
10838,Double-J,11,TV,"Jun 29, 2011 to Sep 14, 2011","None found, add some",DLE,Manga,,4 min. per ep.,5.46,5484,120222,6072
10842,Fullmetal Alchemist: The Sacred Star of Milos Specials,4,ONA,"Jun 10, 2011 to Jun 30, 2011",Studio Moriken,Bones,Manga,"Comedy, Fantasy",4 min. per ep.,6.81,7205,51952,4640
10845,Manyuu Hikenchou Specials,8,Special,"Oct 4, 2011 to Jan 7, 2012","None found, add some",Hoods Entertainment,Manga,"Action, Ecchi",3 min. per ep.,6.16,6620,89062,5300
10847,Inumarudashi,4,TV,"Jun 10, 2011 to Jul 22, 2011",indigo line,Gathering,Manga,,3 min. per ep.,5.00,213,129892,14320
10849,Shinryaku! Ika Musume: Ika Ice Tabena-ika?,1,Music,"Jul 6, 2011","None found, add some",Diomedéa,Manga,,4 min.,6.55,3024,Ranked: N/A2,7617
10850,Seibu Tetsudou Ekiin Tako-chan,12,ONA,"Apr 15, 2011 to Feb 29, 2012","None found, add some",Shin-Ei Animation,Unknown,"Comedy, Slice of Life",2 min. per ep.,N/A,,211142,18172
10851,Euphoria,6,OVA,"Dec 11, 2011 to Feb 26, 2016","None found, add some",Majin,Visual novel,,29 min. per ep.,5.82,45998,Ranked: N/A2,2393
10852,Game Tengoku: The Game Paradise!,1,OVA,"Jun 6, 1997",OLM,Daume,Game,"Action, Adventure, Comedy",15 min.,5.59,483,116412,14009
10855,Penguin no Mondai Max,50,TV,"Apr 3, 2010 to Mar 26, 2011",TV Tokyo,Shogakukan Music & Digital Entertainment,Unknown,,10 min. per ep.,N/A,,204952,18024
10856,Penguin no Mondai DX?,52,TV,"Apr 2, 2011 to Mar 31, 2012","None found, add some",Shogakukan Music & Digital Entertainment,Unknown,,10 min. per ep.,N/A,,204942,18207
10859,Sorette♡Dakara ne!,1,ONA,"Jun 24, 2011","None found, add some",Asahi Production,Original,,8 min.,4.90,1055,130902,11337
10862,Tennis no Oujisama: Pair Prince,8,Special,"Jun 25, 2010 to Dec 22, 2010","Production I.G, TV Tokyo, Nihon Ad Systems, Shueisha",M.S.C,Manga,,10 min. per ep.,7.19,1985,33422,8284
10863,Steins;Gate: Oukoubakko no Poriomania,1,Special,"Feb 22, 2012",Frontier Works,White Fox,Visual novel,"Comedy, Sci-Fi",24 min.,8.29,281811,2822,526
10869,Scan2Go,52,TV,"Aug 9, 2010 to Mar 29, 2011",d-rights,SynergySP,Original,,25 min. per ep.,6.18,1682,88262,9767
10870,Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi (TV),12,TV,"May 2, 2007 to Apr 13, 2008","None found, add some",Production I.G,Manga,"Comedy, Sci-Fi",3 min. per ep.,7.19,3728,33822,6003
10882,Ghost Messenger,2,OVA,"Dec 21, 2010 to Aug 19, 2014","None found, add some",Studio Animal,Unknown,"Action, Supernatural",35 min. per ep.,6.00,176,97782,11115
10884,Saki Achiga-hen: Episode of Side-A,12,TV,"Apr 9, 2012 to Jul 2, 2012","TV Tokyo, Square Enix, Sotsu, Lantis, Pony Canyon",Studio Gokumi,Manga,,24 min. per ep.,7.32,16605,26972,3756
10886,Nurarihyon no Mago: Gekitou Dai Futsal Taikai! Nuragumi W Cup!!,1,Special,"Oct 23, 2010",Imagine,Studio Deen,Manga,"Sports, Supernatural",13 min.,6.45,2729,72962,7473
10887,Dame Oyaji,26,TV,"Apr 2, 1974 to Oct 9, 1974",TV Tokyo,Knack Productions,Manga,"Comedy, Slice of Life",25 min. per ep.,N/A,,170632,16296
10889,Jungle Kurobee,31,TV,"Mar 2, 1973 to Sep 28, 1973","None found, add some",Tokyo Movie Shinsha,Manga,,25 min. per ep.,5.89,162,103142,15336
10893,Kyousou Giga,1,ONA,"Dec 1, 2011","None found, add some",Toei Animation,Original,"Action, Fantasy",25 min.,6.90,19622,47612,3348
10897,Boku wa Tomodachi ga Sukunai: Yaminabe wa Bishoujo ga Zannen na Nioi,1,OVA,"Sep 22, 2011","Bushiroad, Good Smile Company",AIC Build,Light novel,"Comedy, Romance",11 min.,6.71,68858,57502,1838
10901,Aoi Hitomi no Onnanoko no Ohanashi,1,TV Special,"Aug 13, 2009",TV Asahi,Shin-Ei Animation,Novel,,44 min.,6.33,252,79472,14106
10904,Waza no Tabibito,1,Movie,"Jul 2, 2011","None found, add some","None found, add some",Original,"Adventure, Fantasy",31 min.,4.63,420,133442,12910
10905,Ikoku Meiro no Croisée Picture Drama,6,Special,"Oct 26, 2011 to Mar 21, 2012","None found, add some",Satelight,Manga,,6 min. per ep.,6.37,1509,77712,9352
10906,Hakoiri Shoujo: Virgin Territory,2,OVA,"Sep 30, 2011 to Feb 24, 2012",Mary Jane,Seven,Visual novel,,17 min. per ep.,5.90,2329,Ranked: N/A2,7686
10908,Kakko Kawaii Sengen! 2,10,TV,"Aug 26, 2011 to Dec 22, 2011","None found, add some","None found, add some",Manga,,3 min. per ep.,5.64,293,114422,14147
10909,Ultraman Kids: M7.8 Sei no Yukai na Nakama,1,Movie,"Mar 17, 1984",Tsuburaya Productions,"None found, add some",Other,,25 min.,5.37,234,123072,14481
10916,Pokemon: Pikachu no Fuyuyasumi (2000),2,OVA,"Dec 22, 1999","None found, add some",OLM,Game,"Adventure, Comedy, Fantasy",11 min. per ep.,6.43,4732,73962,6513
10917,Pokemon: Pikachu no Fuyuyasumi (2001),3,OVA,"Dec 22, 2000","None found, add some",OLM,Game,"Adventure, Comedy, Fantasy",15 min. per ep.,6.40,4597,75692,6516
10918,Kowarekake no Orgel (Movie),1,Movie,"Sep 11, 2010",ElectromagneticWave,Actas,Original,"Drama, Sci-Fi",30 min.,7.25,6715,30652,5450
10920,Seikon no Qwaser II Picture Drama,4,Special,"Jul 6, 2011 to Oct 5, 2011",TAKI Corporation,Hoods Entertainment,Manga,,3 min. per ep.,5.99,4801,98492,5652
10923,Tantei Opera Milky Holmes: Summer Special,1,TV Special,"Aug 25, 2011","Bushiroad, Chrono Gear Creative","J.C.Staff, Artland",Original,"Comedy, Mystery",23 min.,6.93,3392,46392,7453
10924,Queen's Blade OVA,2,OVA,"Oct 29, 2011 to Jan 28, 2012","Genco, Media Factory, Hobby Japan",Arms,Other,"Action, Adventure, Fantasy, Ecchi",21 min. per ep.,6.29,5921,82552,5275
10928,Nogizaka Haruka no Himitsu Finale ♪,4,OVA,"Aug 19, 2012 to Nov 28, 2012","None found, add some",Diomedéa,Light novel,"Comedy, Romance",24 min. per ep.,7.33,20555,26142,3771
10933,R-15: R15 Shounen Hyouryuuki,1,OVA,"Dec 13, 2011","None found, add some",AIC,Unknown,"Adventure, Comedy, Romance, Ecchi",29 min.,6.65,9271,61162,5141
10934,Itsuka Tenma no Kuro Usagi: Kokoro Utsuri no Toukoubi - School Attendance Day,1,OVA,"Dec 5, 2011","None found, add some",Zexcs,Light novel,"Action, Comedy, Fantasy, Romance, Ecchi",24 min.,6.87,9830,49062,4964
10935,Hourou Musuko Specials,2,Special,"Aug 24, 2011 to Sep 21, 2011","Aniplex, AIC, Dentsu, Fuji TV, Magic Capsule, Enterbrain, Fujipacific Music",AIC Classic,Manga,,23 min. per ep.,7.58,4306,16182,6536
10936,Nekogami Yaoyorozu: Ohanami Ghostbusters,1,OVA,"Mar 21, 2012",Akita Shoten,AIC PLUS+,Manga,"Comedy, Supernatural",27 min.,6.63,1531,62332,9223
10937,Kidou Senshi Gundam: The Origin,6,OVA,"Feb 28, 2015 to May 5, 2018",Sotsu,Sunrise,Manga,"Action, Sci-Fi",1 hr. 11 min. per ep.,8.33,32556,2432,2557
10938,Innocent: Shoujo Memoria,1,OVA,"Jul 5, 2011",Pink Pineapple,Office No. 8,Manga,,11 min.,5.93,1401,Ranked: N/A2,9748
10941,Mushi no Tameiki,1,Music,"Jul 10, 2011","None found, add some","None found, add some",Original,,3 min.,5.42,529,Ranked: N/A2,14334
10943,Tsuyoshi Shikkari Shinasai: Tsuyoshi no Time Machine de Shikkari Shinasai,1,Movie,"Dec 5, 1993","None found, add some","None found, add some",Manga,"Comedy, Drama, Romance, Slice of Life",30 min.,N/A,,146352,16533
10947,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man - Tachikoma na Hibi,1,Special,"Sep 23, 2005","None found, add some",Production I.G,Manga,"Comedy, Sci-Fi",2 min.,6.67,2007,59712,7715
10948,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma na Hibi,1,Special,"Jan 27, 2006","None found, add some",Production I.G,Manga,"Comedy, Sci-Fi",3 min.,6.73,2016,56212,7724
10949,Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi - Interval,3,Special,"Feb 25, 2004","None found, add some",Production I.G,Unknown,"Comedy, Sci-Fi",1 min. per ep.,6.34,1482,79002,7995
10950,Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D - Tachikoma na Hibi,3,Special,"Jul 22, 2011","None found, add some",Production I.G,Unknown,"Comedy, Sci-Fi",4 min. per ep.,6.59,1372,64612,8275
10953,Pants Pankurou,85,TV,Apr 2004 to Mar 2008,NHK,"None found, add some",Unknown,"Comedy, Slice of Life",1 min. per ep.,N/A,,204542,19054
10954,Toei Robot Girls,1,ONA,"Jul 2, 2011","None found, add some",Toei Animation,Original,,1 min.,5.28,1038,125212,10842
10958,High Score,8,TV,"Nov 28, 2011 to Jan 30, 2012","None found, add some",DLE,4-koma manga,,3 min. per ep.,5.51,4108,118852,7002
10964,Heavy,1,Movie,"Apr 14, 1990",Creative Bridge,Artland,Manga,"Drama, Sports",52 min.,5.75,459,109792,12780
10965,Kagaku Bouken-tai Tansar 5,34,TV,"Jul 27, 1979 to Mar 28, 1980","None found, add some",Sunrise,Unknown,"Adventure, Mystery, Sci-Fi, Supernatural",24 min. per ep.,6.09,407,93082,14169
10967,Circuit no Ookami II: Modena no Ken,1,OVA,"Dec 21, 1990","Magic Bus, Studio G7",Gainax,Manga,,44 min.,5.32,473,124212,13353
10979,48x61,1,ONA,2002,"None found, add some",Madhouse,Original,"Comedy, Sports",6 min.,5.26,1232,125582,11250
10987,Zettai Zetsumei Dangerous Jiisan (2004),51,TV,"Apr 4, 2004 to Mar 27, 2005",Shogakukan,Studio Hibari,Manga,,5 min. per ep.,5.76,146,109542,15181
10989,Stray Sheep: Poe no Chicchana Daibouken,18,TV,"Oct 16, 2001 to Jan 1, 2005",Fuji TV,Robot Communications,Original,,2 min. per ep.,6.02,130,96692,16543
10995,Ganbare!! Nattou-san,4,TV,"Jul 2, 2011 to Jul 2011","None found, add some",Kachidoki Studio,Unknown,,5 min. per ep.,N/A,,176322,17720
10997,Fujilog 2nd Season,13,TV,"Oct 2, 2011 to Dec 26, 2011","None found, add some",uzupiyo Animation & Digital Works,Unknown,,4 min. per ep.,N/A,,175562,16931
10999,Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,1,Movie,"Dec 23, 2011",Dentsu Tec,OLM,Game,"Sci-Fi, Sports",1 hr. 30 min.,7.45,10995,21312,5069
11001,Toshokan Sensou: Kakumei no Tsubasa,1,Movie,"Jun 16, 2012","Kadokawa Shoten, Dwango, Sony PCL, Jinnan Studio, Cinema Sunshine",Production I.G,Novel,"Action, Comedy, Romance",1 hr. 44 min.,7.73,8997,11812,4600
11005,Holy Knight,2,OVA,"Mar 21, 2012 to May 25, 2012",Cammot,Lyrics,Manga,"Fantasy, Ecchi",28 min. per ep.,5.89,18865,103542,3482
11009,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,1,Movie,"May 20, 2006","None found, add some",OLM,Game,"Adventure, Comedy, Fantasy",14 min.,6.85,4239,50072,6490
11013,Inu x Boku SS,12,TV,"Jan 13, 2012 to Mar 30, 2012","Aniplex, Square Enix, Mainichi Broadcasting System, Movic",David Production,Manga,"Comedy, Romance, Supernatural",24 min. per ep.,7.37,238517,24452,452
11017,Battle Spirits: Heroes,50,TV,"Sep 18, 2011 to Sep 2, 2012",Nagoya Broadcasting Network,Sunrise,Card game,,23 min. per ep.,6.18,1006,87852,10764
11019,Pokemon 3D Adventure: Mew wo Sagase!,1,Movie,"Mar 18, 2005","None found, add some",OLM,Game,"Adventure, Comedy, Fantasy",11 min.,6.98,4430,44242,6346
11021,Muv-Luv Alternative: Total Eclipse,24,TV,"Jul 2, 2012 to Dec 24, 2012","TV Tokyo, Avex Entertainment, AT-X, Magic Capsule, Nippon Cultural Broadcasting","Satelight, lxtl",Light novel,"Action, Drama, Sci-Fi",24 min. per ep.,7.08,41859,39482,2206
11031,Vampire,2,OVA,"Sep 16, 2011 to Jan 20, 2012","Digital Works, MS Pictures",Y.O.U.C,Original,"Supernatural, Hentai",27 min. per ep.,6.56,2626,Ranked: N/A2,7642
11033,"Natsu-iro Egao de 1, 2, Jump!",1,Music,"Aug 24, 2011",Lantis,Sunrise,Other,,5 min.,7.23,7829,Ranked: N/A2,5728
11043,Install Pilot,1,TV Special,"Jul 18, 2011","None found, add some",Asahi Production,Original,"Action, Sci-Fi",12 min.,5.46,293,120282,14323
11049,Shin Maple Town Monogatari: Palm Town-hen - Konnichiwa! Atarashii Machi,1,Movie,"Mar 14, 1987","None found, add some",Toei Animation,Original,"Fantasy, Slice of Life",30 min.,6.18,211,88292,15059
11053,Doraemon Movie 32: Nobita to Kiseki no Shima - Animal Adventure,1,Movie,"Mar 3, 2012",Tokyo Movie Shinsha,Shin-Ei Animation,Unknown,"Adventure, Comedy, Fantasy",1 hr. 40 min.,7.30,4741,28052,7383
11061,Hunter x Hunter (2011),148,TV,"Oct 2, 2011 to Sep 24, 2014","VAP, Nippon Television Network, Shueisha",Madhouse,Manga,"Action, Adventure, Fantasy",23 min. per ep.,9.03,1813456,92,8
11065,Shoukoujo The Animation,2,OVA,"Oct 28, 2011 to Jan 27, 2012",Pink Pineapple,Office Take Off,Visual novel,,26 min. per ep.,6.73,3632,Ranked: N/A2,6785
11067,Oppai Heart: Kanojo wa Kedamono Hatsujouki!?,2,OVA,"Oct 28, 2011 to Feb 24, 2012","None found, add some",Nihikime no Dozeu,Visual novel,,28 min. per ep.,6.75,3621,Ranked: N/A2,6608
11069,Pokemon: Pikachu no Fushigi na Fushigi na Daibouken,1,Special,"Aug 1, 2010","None found, add some",OLM,Game,"Adventure, Comedy, Fantasy",21 min.,6.29,2519,82542,7801
11073,Pokemon Introductory Recap,1,Movie,"Jul 18, 1998","None found, add some",OLM,Game,,2 min.,6.44,5471,73732,6170
11077,Hellsing: The Dawn,3,Special,"Jul 27, 2011 to Dec 26, 2012","None found, add some",Graphinica,Manga,"Action, Horror, Supernatural",10 min. per ep.,7.12,43355,37802,2152
11079,Kill Me Baby,13,TV,"Jan 6, 2012 to Mar 30, 2012","Pony Canyon, TBS, Magic Capsule",J.C.Staff,4-koma manga,,24 min. per ep.,6.86,51597,49822,1856
11083,Nurarihyon no Mago: Sennen Makyou Recaps,2,TV Special,"Sep 25, 2011 to Dec 25, 2011","None found, add some",Studio Deen,Manga,"Action, Supernatural",23 min. per ep.,6.68,5337,59672,6035
11087,Awake,2,Special,"Aug 16, 1984 to 1987",Studio AWAKE,"None found, add some",Original,"Action, Sci-Fi",3 min. per ep.,5.11,483,128522,13377
11093,Ziggy: Soreyuke! R&R Band,1,Movie,"Jul 12, 1991","None found, add some",Studio Deen,Unknown,"Adventure, Mystery",1 hr. 10 min.,5.47,405,120052,13601
11095,Zouressha ga Yatte Kita,1,Movie,"Jul 4, 1992","None found, add some",Mushi Production,Unknown,,1 hr. 17 min.,N/A,,159742,18103
11097,Zou no Inai Doubutsuen,1,Movie,"Mar 20, 1982","None found, add some",Group TAC,Other,,1 hr. 18 min.,N/A,,159722,16883
11099,Tiger & Bunny Pilot,1,Special,"May 27, 2011","None found, add some",Sunrise,Original,"Action, Comedy",2 min.,6.15,3868,90062,6613
11101,Honoo no Alpenrose,2,OVA,"Feb 15, 1986 to Mar 31, 1986","None found, add some",Tatsunoko Production,Manga,"Drama, Romance",1 hr. 16 min. per ep.,6.16,507,89512,13197
11103,Busou Shinki Moon Angel,10,ONA,"Sep 7, 2011 to Jan 26, 2012","None found, add some","TNK, Kinema Citrus",Other,"Action, Sci-Fi",5 min. per ep.,6.54,5727,67162,5890
11111,Another,12,TV,"Jan 10, 2012 to Mar 27, 2012","Lantis, Kadokawa Shoten, TOHO, KlockWorx, Bandai Namco Live Creative, NTT Docomo",P.A. Works,Novel,"Horror, Mystery",24 min. per ep.,7.47,1008757,20082,59
11113,Usagi Drop Specials,4,Special,"Oct 28, 2011 to Jan 27, 2012","None found, add some",Production I.G,Manga,,5 min. per ep.,7.92,41581,7732,2664
11123,Sekaiichi Hatsukoi 2,12,TV,"Oct 8, 2011 to Dec 24, 2011","Lantis, Kadokawa Shoten, AT-X, KlockWorx",Studio Deen,Manga,,24 min. per ep.,7.82,91464,9832,1527
11135,Hybrid Child,4,OVA,"Oct 29, 2014 to Jan 28, 2015",Lantis,Studio Deen,Manga,"Boys Love, Drama, Sci-Fi",25 min. per ep.,7.50,38799,19112,2485
11141,Blue Seagull,1,Movie,"Nov 5, 1994","None found, add some","None found, add some",Unknown,"Action, Hentai",1 hr. 14 min.,3.99,459,Ranked: N/A2,12680
11161,Hoshizora e Kakaru Hashi: Kakaru ka? Gakuensai ni Koi no Hashi,1,Special,"Dec 21, 2011","None found, add some",Doga Kobo,Visual novel,"Comedy, Romance, Ecchi",26 min.,6.80,15867,52752,4153
11177,Cross Fight B-Daman,52,TV,"Oct 2, 2011 to Sep 30, 2012","TV Tokyo, d-rights",SynergySP,Unknown,,14 min. per ep.,6.55,5112,66912,6841
11179,Papa no Iukoto wo Kikinasai!,12,TV,"Jan 11, 2012 to Mar 28, 2012","Starchild Records, KlockWorx, PPP, Studio Mausu, Shueisha",feel.,Light novel,"Comedy, Romance",23 min. per ep.,7.25,102584,30742,1260
11185,Kowaku no Toki,4,OVA,"Oct 28, 2011 to Jul 25, 2014","None found, add some",PoRO,Visual novel,,29 min. per ep.,5.89,4386,Ranked: N/A2,6127
11189,Pair,1,Music,"Aug 24, 2011","None found, add some",Khara,Original,,3 min.,5.55,673,Ranked: N/A2,13072
11197,Kuma no Puutarou,30,TV,"Apr 19, 1995 to Mar 29, 1996","None found, add some",Studio Deen,Unknown,,24 min. per ep.,N/A,,191622,18364
11203,Hero Hero-kun,104,TV,"Apr 3, 2000 to Jan 2, 2001",Public & Basic,"Studio Flag, Studio Bogey",Manga,"Adventure, Comedy",5 min. per ep.,N/A,,180612,16603
11209,Maken-Ki! OVA,2,OVA,"Mar 1, 2012 to Sep 25, 2013",AIC,"Xebec, AIC Spirits",Manga,"Action, Ecchi",26 min. per ep.,6.58,29586,64772,2858
11213,Hoshi no Ko Poron,260,TV,"Apr 1, 1974 to Apr 4, 1975","None found, add some","None found, add some",Unknown,,5 min. per ep.,6.06,163,94802,15189
11221,Machikado no Märchen,1,OVA,"Jul 21, 1984",Kitty Films,Kitty Film Mitaka Studio,Original,,54 min.,6.05,623,95572,10853
11227,Rinne no Lagrange,12,TV,"Jan 8, 2012 to Mar 25, 2012","Production I.G, Bandai Visual, Yomiuri Telecasting, flying DOG, Dwango",Xebec,Original,"Action, Comedy, Sci-Fi",23 min. per ep.,6.88,24422,48562,2608
11235,Amagami SS+ Plus,13,TV,"Jan 6, 2012 to Mar 30, 2012",TBS,AIC,Visual novel,,24 min. per ep.,7.38,91909,23822,1420
11237,Hidamari Sketch x SP,2,TV Special,"Oct 30, 2011 to Nov 6, 2011","Aniplex, Lantis, TBS, Movic, Houbunsha",Shaft,4-koma manga,,24 min. per ep.,7.76,7588,11132,5522
11239,Hidamari Sketch x Honeycomb,12,TV,"Oct 5, 2012 to Dec 21, 2012","Aniplex, Lantis, TBS, Movic, Houbunsha, Grooove",Shaft,4-koma manga,,24 min. per ep.,7.93,10975,7592,4605
11241,Brave 10,12,TV,"Jan 8, 2012 to Mar 25, 2012","Media Factory, Studio Saki Makura, TMS Music",TMS Entertainment,Manga,"Action, Adventure",23 min. per ep.,6.73,71188,56552,1603
11245,Manga Nihonshi,52,TV,"Mar 4, 1983 to Aug 4, 1984","VAP, Tsuchida Productions","None found, add some",Unknown,,24 min. per ep.,N/A,,195212,15019
11255,Ikkitousen: Shuugaku Toushi Keppuuroku,1,OVA,"Nov 12, 2011","Genco, Media Factory, AT-X, Bushiroad, Showgate",Arms,Manga,"Action, Ecchi",43 min.,6.56,7237,66192,4969
11266,Ao no Exorcist: Kuro no Iede,1,Special,"Oct 26, 2011",Aniplex,A-1 Pictures,Manga,,24 min.,7.28,68739,28732,1707
11268,Ganso Tensai Bakabon,103,TV,"Oct 6, 1975 to Sep 26, 1977",Tokyo Movie Shinsha,"None found, add some",Manga,"Comedy, Slice of Life",24 min. per ep.,6.30,666,81482,12356
11269,Maken Liner 0011 Henshin Seyo!,1,Movie,"Jul 16, 1972","None found, add some",Toei Animation,Unknown,"Action, Sci-Fi",50 min.,5.29,372,124852,13903
11275,Akadou Suzunosuke,52,TV,"Apr 5, 1972 to Mar 28, 1973",Tokyo Movie Shinsha,"None found, add some",Unknown,,24 min. per ep.,6.16,472,89282,13213
11281,Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,1,Special,"Mar 1, 2008",Kadokawa Pictures Japan,Sunrise,Manga,"Action, Comedy",14 min.,6.54,490,67322,12423
11285,Black★Rock Shooter (TV),8,TV,"Feb 3, 2012 to Mar 23, 2012","Aniplex, Dentsu, Fuji TV, TOHO, Ultra Super Pictures, Sony Music Entertainment, Fujipacific Music, MAGES., Good Smile Company","Ordet, SANZIGEN",Other,"Action, Drama, Fantasy",23 min. per ep.,6.79,178116,53302,686
11299,Kero 0: Shuppatsu da yo! Zenin Shuugou!,1,Special,"Mar 7, 2009","None found, add some",Sunrise,Manga,"Action, Adventure, Comedy, Sci-Fi",15 min.,6.87,679,49082,11532
11307,Ginga Patrol PJ,26,TV,"Oct 9, 1982 to 1983",Fuji TV,Eiken,Unknown,"Drama, Sci-Fi",25 min. per ep.,6.74,536,55882,13122
11313,Kimi no Iru Machi: Tasogare Kousaten,2,OVA,"Mar 16, 2012 to Jun 15, 2012",Kodansha,Tatsunoko Production,Manga,"Drama, Romance",24 min. per ep.,7.18,19988,34052,3477
11319,Zero no Tsukaima F,12,TV,"Jan 7, 2012 to Mar 24, 2012","Cospa, Showgate",J.C.Staff,Light novel,"Action, Adventure, Comedy, Fantasy, Romance, Ecchi",24 min. per ep.,7.42,245985,22302,556
11321,Nee Summer!,2,OVA,"Dec 30, 2011 to Apr 6, 2012",Mary Jane,Rabbit Gate,Visual novel,,14 min. per ep.,7.12,12790,Ranked: N/A2,4211
11339,A-Channel+smile,2,OVA,"Mar 21, 2012","Aniplex, Dentsu, Mainichi Broadcasting System",Studio Gokumi,4-koma manga,,25 min. per ep.,7.09,11623,39022,4743
11341,Tantei Opera Milky Holmes Dai 2 Maku,12,TV,"Jan 5, 2012 to Mar 22, 2012","Sotsu, Lantis, Dwango, Bushiroad, Good Smile Company, Chrono Gear Creative","J.C.Staff, Artland",Original,"Comedy, Mystery",23 min. per ep.,7.19,8358,33382,5117
11349,Soredemo Tsuma wo Aishiteru,3,OVA,"Oct 21, 2011 to Sep 20, 2013","Cotton Doll, Lune-Pictures",T-Rex,Visual novel,,27 min. per ep.,6.45,4234,Ranked: N/A2,6376
11355,"Kono Danshi, Uchuujin to Tatakaemasu.",1,OVA,"Oct 10, 2011","None found, add some",CoMix Wave Films,Original,"Action, Boys Love, Fantasy, Supernatural",28 min.,6.73,12405,56212,4392
11357,Micro Teukgongdae Diatron 5,1,Movie,"Jul 20, 1985",Daekwang Planning,"None found, add some",Other,,57 min.,3.81,563,135502,13395
